date,state_territory,state,population_estimate,positive_increase,total_tests_viral,positive_cases_viral,total_test_encounters_viral,rate_of_new_cases,rate_of_pcr_tests,percent_positivity,new_case_moving_ave,pcr_test_moving_ave,percent_positivity_moving_ave
2020-07-03,Arizona,AZ,7171646,4433,577919,91396,NA,61.81286694853594,NA,NA,53.599968542786414,NA,NA
2020-07-02,Arizona,AZ,7171646,3333,560384,86970,NA,46.47468656428385,NA,NA,48.167862320987005,NA,NA
2020-07-01,Arizona,AZ,7171646,4877,549149,83645,NA,68.00391430363406,NA,NA,48.80728516557725,NA,NA
2020-06-30,Arizona,AZ,7171646,4682,531922,78781,NA,65.28487323551664,NA,NA,50.41679812018448,NA,NA
2020-06-29,Arizona,AZ,7171646,625,511009,74119,NA,8.714875218325053,NA,NA,48.5941442173805,NA,NA
2020-06-28,Arizona,AZ,7171646,3857,509485,73497,NA,53.781237947327575,NA,NA,48.042368117843125,NA,NA
2020-06-27,Arizona,AZ,7171646,3503,494337,69641,NA,48.84513262366826,NA,NA,41.903112021185336,NA,NA
2020-06-26,Arizona,AZ,7171646,3518,479330,66055,NA,49.054289628908066,NA,NA,39.733855081126826,NA,NA
2020-06-25,Arizona,AZ,7171646,3056,463800,62634,NA,42.612253867522185,NA,NA,42.863242273809945,NA,NA
2020-06-24,Arizona,AZ,7171646,1795,448800,59586,NA,25.029121627029554,NA,NA,40.34339835353996,NA,NA
2020-06-23,Arizona,AZ,7171646,3593,440138,57799,NA,50.100074655107065,NA,NA,39.55856159102108,NA,NA
2020-06-22,Arizona,AZ,7171646,2196,429418,54214,NA,30.620585567106907,NA,NA,39.01674534887608,NA,NA
2020-06-21,Arizona,AZ,7171646,2592,419372,52018,NA,36.14233050543766,NA,NA,37.947056664935374,NA,NA
2020-06-20,Arizona,AZ,7171646,3109,404908,49426,NA,43.35127528603615,NA,NA,38.010799752246555,NA,NA
2020-06-19,Arizona,AZ,7171646,3246,391850,46323,NA,45.261575933893,NA,NA,35.618442006598926,NA,NA
2020-06-18,Arizona,AZ,7171646,2519,379374,43085,NA,35.1244330799373,NA,NA,33.263931719042304,NA,NA
2020-06-17,Arizona,AZ,7171646,1827,365846,40577,NA,25.475323238207796,NA,NA,30.556842479795733,NA,NA
2020-06-16,Arizona,AZ,7171646,2392,353991,38754,NA,33.35357043557365,NA,NA,27.43143923006956,NA,NA
2020-06-15,Arizona,AZ,7171646,1014,344929,36377,NA,14.139013554210567,NA,NA,24.260220636338477,NA,NA
2020-06-14,Arizona,AZ,7171646,1233,337728,35374,NA,17.192705830711667,NA,NA,22.055108209667427,NA,NA
2020-06-13,Arizona,AZ,7171646,1540,328085,34146,NA,21.473452537952934,NA,NA,21.51528393900089,NA,NA
2020-06-12,Arizona,AZ,7171646,1654,320816,30955,NA,23.063045777775425,NA,NA,17.98152653618749,NA,NA
2020-06-11,Arizona,AZ,7171646,1412,309273,30955,NA,19.688646093239964,NA,NA,17.53333295353077,NA,NA
2020-06-10,Arizona,AZ,7171646,1556,299687,NA,NA,21.696553343542053,NA,NA,17.941687106618,NA,NA
2020-06-09,Arizona,AZ,7171646,618,293213,NA,NA,8.617268615879812,NA,NA,17.103067114180323,NA,NA
2020-06-08,Arizona,AZ,7171646,789,288081,NA,NA,11.001658475613548,NA,NA,16.953669253294752,NA,NA
2020-06-07,Arizona,AZ,7171646,1438,281621,NA,NA,20.051184902322284,NA,NA,15.176830694495676,NA,NA
2020-06-06,Arizona,AZ,7171646,1119,271646,NA,NA,15.603112590889177,NA,NA,14.035431037329904,NA,NA
2020-06-05,Arizona,AZ,7171646,1579,263865,NA,NA,22.017260751576416,NA,NA,15.049344519873321,NA,NA
2020-06-04,Arizona,AZ,7171646,520,249755,NA,NA,7.250776181646445,NA,NA,13.850177689831794,NA,NA
2020-06-03,Arizona,AZ,7171646,983,244525,NA,NA,13.706755743381644,NA,NA,12.34225528062675,NA,NA
2020-06-02,Arizona,AZ,7171646,1127,237833,NA,NA,15.714662993683739,NA,NA,11.686896664208707,NA,NA
2020-06-01,Arizona,AZ,7171646,187,228070,NA,NA,2.6074906653228562,NA,NA,9.939937677586746,NA,NA
2020-05-31,Arizona,AZ,7171646,681,225206,NA,NA,9.495728037886979,NA,NA,9.902090219495735,NA,NA
2020-05-30,Arizona,AZ,7171646,790,217047,NA,NA,11.015602275962868,NA,NA,8.89813659434469,NA,NA
2020-05-29,Arizona,AZ,7171646,702,209813,NA,NA,9.7885478452227,NA,NA,7.09540240632545,NA,NA
2020-05-28,Arizona,AZ,7171646,501,202914,NA,NA,6.985843975009363,NA,NA,7.165121408072049,NA,NA
2020-05-27,Arizona,AZ,7171646,479,196266,NA,NA,6.679080367324322,NA,NA,6.406180274773342,NA,NA
2020-05-26,Arizona,AZ,7171646,222,190731,NA,NA,3.095523677549059,NA,NA,5.691062514001069,NA,NA
2020-05-25,Arizona,AZ,7171646,222,187782,NA,NA,3.095523677549059,NA,NA,4.876346179305082,NA,NA
2020-05-24,Arizona,AZ,7171646,300,183641,NA,NA,4.183140104796026,NA,NA,4.711012546591715,NA,NA
2020-05-23,Arizona,AZ,7171646,431,180439,NA,NA,6.009777950556957,NA,NA,4.416200767777519,NA,NA
2020-05-22,Arizona,AZ,7171646,293,176003,NA,NA,4.085533502350785,NA,NA,4.762803805032047,NA,NA
2020-05-21,Arizona,AZ,7171646,418,171627,NA,NA,5.828508546015796,NA,NA,4.784715491295264,NA,NA
2020-05-20,Arizona,AZ,7171646,331,165435,NA,NA,4.615397915624949,NA,NA,4.79666732016611,NA,NA
2020-05-19,Arizona,AZ,7171646,396,161571,NA,NA,5.521744938330754,NA,NA,4.858418435998813,NA,NA
2020-05-18,Arizona,AZ,7171646,233,156473,NA,NA,3.2489054813915805,NA,NA,5.260796674650622,NA,NA
2020-05-17,Arizona,AZ,7171646,306,151761,NA,NA,4.266802906891947,NA,NA,5.420154392928565,NA,NA
2020-05-16,Arizona,AZ,7171646,462,146788,NA,NA,6.442035761385879,NA,NA,5.637279284082263,NA,NA
2020-05-15,Arizona,AZ,7171646,495,142001,NA,NA,6.902181172913443,NA,NA,5.557600424943291,NA,NA
2020-05-14,Arizona,AZ,7171646,498,134338,NA,NA,6.944012573961404,NA,NA,5.613375626340572,NA,NA
2020-05-13,Arizona,AZ,7171646,440,127750,NA,NA,6.135272153700838,NA,NA,5.32055581900485,NA,NA
2020-05-12,Arizona,AZ,7171646,356,122842,NA,NA,4.96399292435795,NA,NA,5.2647806176075695,NA,NA
2020-05-11,Arizona,AZ,7171646,261,116464,NA,NA,3.6393318911725427,NA,NA,5.436090164756359,NA,NA
2020-05-10,Arizona,AZ,7171646,159,110377,NA,NA,2.2170642555418936,NA,NA,4.918177580353041,NA,NA
2020-05-09,Arizona,AZ,7171646,434,105810,NA,NA,6.051609351604918,NA,NA,4.842482664171018,NA,NA
2020-05-08,Arizona,AZ,7171646,581,101125,NA,NA,8.10134800295497,NA,NA,4.902241808525248,NA,NA
2020-05-07,Arizona,AZ,7171646,238,96434,NA,NA,3.3186244831381804,NA,NA,4.938097295137785,NA,NA
2020-05-06,Arizona,AZ,7171646,402,91737,NA,NA,5.605407740426675,NA,NA,5.171157958119278,NA,NA
2020-05-05,Arizona,AZ,7171646,386,88260,NA,NA,5.382306934837554,NA,NA,5.1074148708081,NA,NA
2020-05-04,Arizona,AZ,7171646,279,85253,NA,NA,3.8903202974603044,NA,NA,4.575558486055463,NA,NA
2020-05-03,Arizona,AZ,7171646,276,81119,NA,NA,3.8484888964123436,NA,NA,4.989888553578117,NA,NA
2020-05-02,Arizona,AZ,7171646,402,77997,NA,NA,5.605407740426675,NA,NA,4.695076774763921,NA,NA
2020-05-01,Arizona,AZ,7171646,314,74879,NA,NA,4.378353309686507,NA,NA,4.388313167078879,NA,NA
2020-04-30,Arizona,AZ,7171646,446,71786,NA,NA,6.218934955796758,NA,NA,4.211027705494666,NA,NA
2020-04-29,Arizona,AZ,7171646,254,68813,NA,NA,3.541725288727302,NA,NA,4.151268561140437,NA,NA
2020-04-28,Arizona,AZ,7171646,232,67438,NA,NA,3.23496168104226,NA,NA,3.8186093242352293,NA,NA
2020-04-27,Arizona,AZ,7171646,190,66543,NA,NA,2.6493220663708166,NA,NA,3.7429144080532057,NA,NA
2020-04-26,Arizona,AZ,7171646,246,64811,NA,NA,3.4301748859327414,NA,NA,3.4720062869807014,NA,NA
2020-04-25,Arizona,AZ,7171646,235,62508,NA,NA,3.27679308209022,NA,NA,3.3803755989708835,NA,NA
2020-04-24,Arizona,AZ,7171646,276,60714,NA,NA,3.8484888964123436,NA,NA,3.29073688243954,NA,NA
2020-04-23,Arizona,AZ,7171646,310,58697,NA,NA,4.3225781082892265,NA,NA,3.1811784511234538,NA,NA
2020-04-22,Arizona,AZ,7171646,208,56601,NA,NA,2.9003104726585778,NA,NA,3.1094674778983795,NA,NA
2020-04-21,Arizona,AZ,7171646,187,55152,NA,NA,2.6074906653228562,NA,NA,3.0636521338934704,NA,NA
2020-04-20,Arizona,AZ,7171646,135,54500,NA,NA,1.8824130471582117,NA,NA,3.0576762194580476,NA,NA
2020-04-19,Arizona,AZ,7171646,210,52990,NA,NA,2.928198073357218,NA,NA,2.9819813032760245,NA,NA
2020-04-18,Arizona,AZ,7171646,212,51045,NA,NA,2.9560856740558585,NA,NA,2.8783987863953606,NA,NA
2020-04-17,Arizona,AZ,7171646,273,49230,NA,NA,3.8066574953643837,NA,NA,2.713065153681994,NA,NA
2020-04-16,Arizona,AZ,7171646,272,47398,NA,NA,3.7927136950150633,NA,NA,2.768840355079274,NA,NA
2020-04-15,Arizona,AZ,7171646,156,45310,NA,NA,2.1752328544939337,NA,NA,2.641354180456919,NA,NA
2020-04-14,Arizona,AZ,7171646,104,44096,NA,NA,1.4501552363292889,NA,NA,2.7788002124716455,NA,NA
2020-04-13,Arizona,AZ,7171646,163,43347,NA,NA,2.272839456939174,NA,NA,2.422237317824746,NA,NA
2020-04-12,Arizona,AZ,7171646,146,42109,NA,NA,2.0357948510007327,NA,NA,2.4620767473942324,NA,NA
2020-04-11,Arizona,AZ,7171646,281,40530,NA,NA,3.9182078981589443,NA,NA,2.452116890001861,NA,NA
2020-04-10,Arizona,AZ,7171646,94,37734,NA,NA,1.310717232836088,NA,NA,2.4819964621789756,NA,NA
2020-04-09,Arizona,AZ,7171646,292,37178,NA,NA,4.071589702001465,NA,NA,2.5298037776623583,NA,NA
2020-04-08,Arizona,AZ,7171646,151,34564,NA,NA,2.105513852747333,NA,NA,2.7369688114236856,NA,NA
2020-04-07,Arizona,AZ,7171646,119,33375,NA,NA,1.6593122415690902,NA,NA,2.6752176955909825,NA,NA
2020-04-06,Arizona,AZ,7171646,187,32534,NA,NA,2.6074906653228562,NA,NA,2.8285994994335035,NA,NA
2020-04-05,Arizona,AZ,7171646,250,27410,NA,NA,3.4859500873300218,NA,NA,2.6154585512367534,NA,NA
2020-04-04,Arizona,AZ,7171646,250,27160,NA,NA,3.4859500873300218,NA,NA,2.561675321317947,NA,NA
2020-04-03,Arizona,AZ,7171646,171,24673,NA,NA,2.3843898597337345,NA,NA,2.587570950538113,NA,NA
2020-04-02,Arizona,AZ,7171646,185,22709,NA,NA,2.5796030646242163,NA,NA,2.689161495940302,NA,NA
2020-04-01,Arizona,AZ,7171646,124,21058,NA,NA,1.7290312433156907,NA,NA,2.2827993143315455,NA,NA
2020-03-31,Arizona,AZ,7171646,132,19371,NA,NA,1.8405816461102513,NA,NA,2.05770653726395,NA,NA
2020-03-30,Arizona,AZ,7171646,238,16759,NA,NA,3.3186244831381804,NA,NA,2.0338028795222582,NA,NA
2020-03-29,Arizona,AZ,7171646,46,13872,NA,NA,0.641414816068724,NA,NA,1.918268533770749,NA,NA
2020-03-28,Arizona,AZ,7171646,137,8328,NA,NA,1.9103006478568518,NA,NA,1.8565174179380455,NA,NA
2020-03-27,Arizona,AZ,7171646,159,8191,NA,NA,2.2170642555418936,NA,NA,1.7768385587990738,NA,NA
2020-03-26,Arizona,AZ,7171646,127,924,NA,NA,1.770862644363651,NA,NA,1.5278421239897866,NA,NA
2020-03-25,Arizona,AZ,7171646,93,773,NA,NA,1.296773432486768,NA,NA,1.531826066946735,NA,NA
2020-03-24,Arizona,AZ,7171646,92,670,NA,NA,1.282829632137448,NA,NA,1.3366128620562538,NA,NA
2020-03-23,Arizona,AZ,7171646,113,574,NA,NA,1.5756494394731697,NA,NA,1.0617207980268009,NA,NA
2020-03-22,Arizona,AZ,7171646,48,434,NA,NA,0.6693024167673641,NA,NA,0.8406119639161537,NA,NA
2020-03-21,Arizona,AZ,7171646,39,344,NA,NA,0.5438082136234834,NA,NA,0.6712943882458384,NA,NA
2020-03-20,Arizona,AZ,7171646,21,276,NA,NA,0.2928198073357218,NA,NA,0.4920169551831515,NA,NA
2020-03-19,Arizona,AZ,7171646,16,219,NA,NA,0.22310080558912138,NA,NA,0.27887600698640164,NA,NA
2020-03-18,Arizona,AZ,7171646,8,176,NA,NA,0.11155040279456069,NA,NA,0.18326137601963532,NA,NA
2020-03-17,Arizona,AZ,7171646,2,162,NA,NA,0.027887600698640172,NA,NA,0.11155040279456056,NA,NA
2020-03-16,Arizona,AZ,7171646,6,143,NA,NA,0.08366280209592052,NA,NA,0.06971900174660031,NA,NA
2020-03-15,Arizona,AZ,7171646,0,133,NA,NA,0,NA,NA,0.03784745809101154,NA,NA
2020-03-14,Arizona,AZ,7171646,3,133,NA,NA,0.04183140104796026,NA,NA,0.02788760069864005,NA,NA
2020-03-13,Arizona,AZ,7171646,0,103,NA,NA,0,NA,NA,0.025895629220165754,NA,NA
2020-03-12,Arizona,AZ,7171646,0,91,NA,NA,0,NA,NA,0.013943800349319965,NA,NA
2020-03-11,Arizona,AZ,7171646,3,68,NA,NA,0.04183140104796026,NA,NA,0.013943800349319965,NA,NA
2020-03-10,Arizona,AZ,7171646,1,57,NA,NA,0.013943800349320086,NA,NA,0.011951828870845668,NA,NA
2020-03-09,Arizona,AZ,7171646,0,49,NA,NA,0,NA,NA,0.013943800349319965,NA,NA
2020-03-08,Arizona,AZ,7171646,0,49,NA,NA,0,NA,NA,0.013943800349319965,NA,NA
2020-03-07,Arizona,AZ,7171646,2,49,NA,NA,0.027887600698640172,NA,NA,0.007967885913897072,NA,NA
2020-03-06,Arizona,AZ,7171646,1,36,NA,NA,0.013943800349320086,NA,NA,NA,NA,NA
2020-03-05,Arizona,AZ,7171646,0,30,NA,NA,0,NA,NA,NA,NA,NA
2020-03-04,Arizona,AZ,7171646,0,29,NA,NA,0,NA,NA,NA,NA,NA
2020-08-31,New Mexico,NM,2095428,105,NA,25283,NA,5.0109094657511495,NA,NA,NA,NA,NA
2020-08-30,New Mexico,NM,2095428,136,NA,25178,NA,6.490320831830061,NA,NA,NA,NA,NA
2020-08-29,New Mexico,NM,2095428,122,NA,25042,NA,5.822199569729907,NA,NA,NA,NA,NA
2020-08-28,New Mexico,NM,2095428,188,NA,24920,NA,8.971914091059201,NA,NA,6.047179178396285,NA,NA
2020-08-27,New Mexico,NM,2095428,197,NA,24732,NA,9.401420616695015,NA,NA,5.972185975507492,NA,NA
2020-08-26,New Mexico,NM,2095428,66,NA,24535,NA,3.1497145213292943,NA,NA,6.456233012335154,NA,NA
2020-08-25,New Mexico,NM,2095428,73,NA,24469,NA,3.483775152379371,NA,NA,6.606219418112739,NA,NA
2020-08-24,New Mexico,NM,2095428,94,NA,24396,NA,4.4859570455296005,NA,NA,6.701665312698476,NA,NA
2020-08-23,New Mexico,NM,2095428,207,NA,24302,NA,9.878650089623696,NA,NA,6.517591087425985,NA,NA
2020-08-22,New Mexico,NM,2095428,144,NA,24095,NA,6.872104410173005,NA,NA,6.606219418112739,NA,NA
2020-08-21,New Mexico,NM,2095428,202,NA,23951,NA,9.640035353159355,NA,NA,6.735753132193382,NA,NA
2020-08-20,New Mexico,NM,2095428,170,NA,23749,NA,8.112901039787577,NA,NA,6.817563898981156,NA,NA
2020-08-19,New Mexico,NM,2095428,79,NA,23579,NA,3.770112836136579,NA,NA,6.374422245547381,NA,NA
2020-08-18,New Mexico,NM,2095428,92,NA,23500,NA,4.390511150943865,NA,NA,6.572131598617835,NA,NA
2020-08-17,New Mexico,NM,2095428,106,NA,23408,NA,5.058632413044018,NA,NA,6.360787117749418,NA,NA
2020-08-16,New Mexico,NM,2095428,142,NA,23302,NA,6.776658515587269,NA,NA,6.381239809446362,NA,NA
2020-08-15,New Mexico,NM,2095428,173,NA,23160,NA,8.25606988166618,NA,NA,7.199347477324101,NA,NA
2020-08-14,New Mexico,NM,2095428,171,NA,22987,NA,8.160623987080443,NA,NA,7.451597341586402,NA,NA
2020-08-13,New Mexico,NM,2095428,173,NA,22816,NA,8.25606988166618,NA,NA,8.092448348090631,NA,NA
2020-08-12,New Mexico,NM,2095428,199,NA,22643,NA,9.49686651128075,NA,NA,8.146988859282482,NA,NA
2020-08-11,New Mexico,NM,2095428,129,NA,22444,NA,6.156260200779984,NA,NA,8.276522573363122,NA,NA
2020-08-10,New Mexico,NM,2095428,200,NA,22315,NA,9.544589458573618,NA,NA,8.521954873726445,NA,NA
2020-08-09,New Mexico,NM,2095428,150,NA,22115,NA,7.158442093930215,NA,NA,8.883285760372447,NA,NA
2020-08-08,New Mexico,NM,2095428,192,NA,21965,NA,9.162805880230673,NA,NA,8.95827896326124,NA,NA
2020-08-07,New Mexico,NM,2095428,207,NA,21773,NA,9.878650089623696,NA,NA,8.85601550477652,NA,NA
2020-08-06,New Mexico,NM,2095428,226,NA,21566,NA,10.78538608818819,NA,NA,8.992366782756145,NA,NA
2020-08-05,New Mexico,NM,2095428,210,NA,21340,NA,10.021818931502299,NA,NA,9.305974722109278,NA,NA
2020-08-04,New Mexico,NM,2095428,114,NA,21130,NA,5.4404159913869625,NA,NA,9.4423260000889,NA,NA
2020-08-03,New Mexico,NM,2095428,220,NA,21016,NA,10.49904840443098,NA,NA,9.749116375543053,NA,NA
2020-08-02,New Mexico,NM,2095428,196,NA,20796,NA,9.353697669402147,NA,NA,10.560406479521811,NA,NA
2020-08-01,New Mexico,NM,2095428,212,NA,20600,NA,10.117264826088036,NA,NA,11.098994027541321,NA,NA
2020-07-31,New Mexico,NM,2095428,252,NA,20388,NA,12.02618271780276,NA,NA,13.457871136588802,NA,NA
2020-07-30,New Mexico,NM,2095428,345,NA,20136,NA,16.464416816039492,NA,NA,13.68966830915416,NA,NA
2020-07-29,New Mexico,NM,2095428,289,NA,19791,NA,13.791931767638879,NA,NA,14.487323285334956,NA,NA
2020-07-28,New Mexico,NM,2095428,460,NA,19502,NA,21.95255575471932,NA,NA,15.169079675233073,NA,NA
2020-07-27,New Mexico,NM,2095428,254,NA,19042,NA,12.121628612388495,NA,NA,15.734937478848508,NA,NA
2020-07-26,New Mexico,NM,2095428,313,NA,18788,NA,14.937282502667712,NA,NA,15.503140306283147,NA,NA
2020-07-25,New Mexico,NM,2095428,312,NA,18475,NA,14.889559555374845,NA,NA,15.591768636969903,NA,NA
2020-07-24,New Mexico,NM,2095428,335,NA,18163,NA,15.987187343110811,NA,NA,14.119174834789973,NA,NA
2020-07-23,New Mexico,NM,2095428,311,NA,17828,NA,14.841836608081975,NA,NA,13.989641120709331,NA,NA
2020-07-22,New Mexico,NM,2095428,302,NA,17517,NA,14.412330082446163,NA,NA,13.764661512042952,NA,NA
2020-07-21,New Mexico,NM,2095428,244,NA,17215,NA,11.644399139459814,NA,NA,13.80556689543684,NA,NA
2020-07-20,New Mexico,NM,2095428,235,NA,16971,NA,11.214892613824002,NA,NA,13.546499467275556,NA,NA
2020-07-19,New Mexico,NM,2095428,280,NA,16736,NA,13.362425242003065,NA,NA,13.655580489659256,NA,NA
2020-07-18,New Mexico,NM,2095428,318,NA,16456,NA,15.175897239132054,NA,NA,13.116992941639742,NA,NA
2020-07-17,New Mexico,NM,2095428,297,NA,16138,NA,14.173715345981824,NA,NA,13.246526655720386,NA,NA
2020-07-16,New Mexico,NM,2095428,327,NA,15841,NA,15.605403764767866,NA,NA,13.38287793370001,NA,NA
2020-07-15,New Mexico,NM,2095428,223,NA,15514,NA,10.642217246309585,NA,NA,13.001094355357065,NA,NA
2020-07-14,New Mexico,NM,2095428,263,NA,15291,NA,12.551135138024307,NA,NA,12.86474307737744,NA,NA
2020-07-13,New Mexico,NM,2095428,255,NA,15028,NA,12.169351559681363,NA,NA,12.435236551741628,NA,NA
2020-07-12,New Mexico,NM,2095428,224,NA,14773,NA,10.689940193602453,NA,NA,12.182986687479326,NA,NA
2020-07-11,New Mexico,NM,2095428,298,NA,14549,NA,14.221438293274693,NA,NA,12.162533995782383,NA,NA
2020-07-10,New Mexico,NM,2095428,234,NA,14251,NA,11.167169666531134,NA,NA,12.080723228994609,NA,NA
2020-07-09,New Mexico,NM,2095428,290,NA,14017,NA,13.839654714931747,NA,NA,11.658034267257776,NA,NA
2020-07-08,New Mexico,NM,2095428,220,NA,13727,NA,10.49904840443098,NA,NA,12.08754079289359,NA,NA
2020-07-07,New Mexico,NM,2095428,251,NA,13507,NA,11.978459770509891,NA,NA,11.801203109136381,NA,NA
2020-07-06,New Mexico,NM,2095428,193,NA,13256,NA,9.210528827523541,NA,NA,11.869378748126191,NA,NA
2020-07-05,New Mexico,NM,2095428,287,NA,13063,NA,13.696485873053142,NA,NA,10.771750960390225,NA,NA
2020-07-04,New Mexico,NM,2095428,256,NA,12776,NA,12.217074506974232,NA,NA,10.396784945946262,NA,NA
2020-07-03,New Mexico,NM,2095428,244,NA,12520,NA,11.644399139459814,NA,NA,9.865014961825732,NA,NA
2020-07-02,New Mexico,NM,2095428,129,NA,12276,NA,6.156260200779984,NA,NA,9.844562270128788,NA,NA
2020-07-01,New Mexico,NM,2095428,165,NA,12147,NA,7.874286303323235,NA,NA,9.32642741380622,NA,NA
2020-06-30,New Mexico,NM,2095428,173,NA,11982,NA,8.25606988166618,NA,NA,9.053724857846975,NA,NA
2020-06-29,New Mexico,NM,2095428,190,NA,11809,NA,9.067359985644938,NA,NA,8.767387174089766,NA,NA
2020-06-28,New Mexico,NM,2095428,211,NA,11619,NA,10.069541878795167,NA,NA,8.924191143766333,NA,NA
2020-06-27,New Mexico,NM,2095428,216,NA,11408,NA,10.308156615259508,NA,NA,8.78102230188773,NA,NA
2020-06-26,New Mexico,NM,2095428,202,NA,11192,NA,9.640035353159355,NA,NA,8.481049490332557,NA,NA
2020-06-25,New Mexico,NM,2095428,152,NA,10990,NA,7.25388798851595,NA,NA,7.1857123495261375,NA,NA
2020-06-24,New Mexico,NM,2095428,144,NA,10838,NA,6.872104410173005,NA,NA,7.826563356030367,NA,NA
2020-06-23,New Mexico,NM,2095428,129,NA,10694,NA,6.156260200779984,NA,NA,7.083448891041421,NA,NA
2020-06-22,New Mexico,NM,2095428,0,NA,10565,NA,0,NA,NA,6.306246606557569,NA,NA
2020-06-21,New Mexico,NM,2095428,305,NA,10565,NA,14.555498924324768,NA,NA,6.169895328577946,NA,NA
2020-06-20,New Mexico,NM,2095428,107,NA,10260,NA,5.106355360336885,NA,NA,5.788111750235001,NA,NA
2020-06-19,New Mexico,NM,2095428,88,NA,10153,NA,4.199619361772392,NA,NA,5.7403888029421335,NA,NA
2020-06-18,New Mexico,NM,2095428,132,NA,10065,NA,6.299429042658589,NA,NA,6.4357803206382105,NA,NA
2020-06-17,New Mexico,NM,2095428,88,NA,9933,NA,4.199619361772392,NA,NA,5.004091901852168,NA,NA
2020-06-16,New Mexico,NM,2095428,122,NA,9845,NA,5.822199569729907,NA,NA,4.274612564661184,NA,NA
2020-06-15,New Mexico,NM,2095428,102,NA,9723,NA,4.867740623872545,NA,NA,5.556314577669641,NA,NA
2020-06-14,New Mexico,NM,2095428,95,NA,9621,NA,4.533679992822469,NA,NA,5.644942908356397,NA,NA
2020-06-13,New Mexico,NM,2095428,0,NA,9526,NA,0,NA,NA,5.338152532902244,NA,NA
2020-06-12,New Mexico,NM,2095428,276,NA,9526,NA,13.171533452831593,NA,NA,5.338152532902244,NA,NA
2020-06-11,New Mexico,NM,2095428,145,NA,9250,NA,6.9198273574658735,NA,NA,5.597219961063528,NA,NA
2020-06-10,New Mexico,NM,2095428,43,NA,9105,NA,2.052086733593328,NA,NA,5.822199569729906,NA,NA
2020-06-09,New Mexico,NM,2095428,122,NA,9062,NA,5.822199569729907,NA,NA,7.997002453504895,NA,NA
2020-06-08,New Mexico,NM,2095428,140,NA,8940,NA,6.681212621001532,NA,NA,7.567495927869082,NA,NA
2020-06-07,New Mexico,NM,2095428,128,NA,8800,NA,6.108537253487116,NA,NA,7.369786574798629,NA,NA
2020-06-06,New Mexico,NM,2095428,319,NA,8672,NA,15.22362018642492,NA,NA,8.603765640514217,NA,NA
2020-06-05,New Mexico,NM,2095428,213,NA,8353,NA,10.164987773380902,NA,NA,8.528772437625426,NA,NA
2020-06-04,New Mexico,NM,2095428,116,NA,8140,NA,5.5358618859726985,NA,NA,8.017455145201838,NA,NA
2020-06-03,New Mexico,NM,2095428,224,NA,8024,NA,10.689940193602453,NA,NA,8.037907836898782,NA,NA
2020-06-02,New Mexico,NM,2095428,111,NA,7800,NA,5.297247149508358,NA,NA,6.742570696092363,NA,NA
2020-06-01,New Mexico,NM,2095428,65,NA,7689,NA,3.101991574036426,NA,NA,6.053996742295267,NA,NA
2020-05-31,New Mexico,NM,2095428,131,NA,7624,NA,6.25170609536572,NA,NA,6.094902125689154,NA,NA
2020-05-30,New Mexico,NM,2095428,129,NA,7493,NA,6.156260200779984,NA,NA,5.276794457811414,NA,NA
2020-05-29,New Mexico,NM,2095428,112,NA,7364,NA,5.344970096801227,NA,NA,5.085902668639942,NA,NA
2020-05-28,New Mexico,NM,2095428,122,NA,7252,NA,5.822199569729907,NA,NA,5.651760472255377,NA,NA
2020-05-27,New Mexico,NM,2095428,104,NA,7130,NA,4.963186518458282,NA,NA,5.917645464315643,NA,NA
2020-05-26,New Mexico,NM,2095428,83,NA,7026,NA,3.9610046253080515,NA,NA,6.081266997891191,NA,NA
2020-05-25,New Mexico,NM,2095428,148,NA,6943,NA,7.062996199344477,NA,NA,6.374422245547381,NA,NA
2020-05-24,New Mexico,NM,2095428,170,NA,6795,NA,8.112901039787577,NA,NA,6.394874937244324,NA,NA
2020-05-23,New Mexico,NM,2095428,153,NA,6625,NA,7.301610935808818,NA,NA,6.3403344260524745,NA,NA
2020-05-22,New Mexico,NM,2095428,155,NA,6472,NA,7.397056830394554,NA,NA,6.851651718476061,NA,NA
2020-05-21,New Mexico,NM,2095428,125,NA,6317,NA,5.9653684116085115,NA,NA,6.394874937244324,NA,NA
2020-05-20,New Mexico,NM,2095428,96,NA,6192,NA,4.581402940115336,NA,NA,6.5653140347188526,NA,NA
2020-05-19,New Mexico,NM,2095428,158,NA,6096,NA,7.540225672273158,NA,NA,6.606219418112739,NA,NA
2020-05-18,New Mexico,NM,2095428,81,NA,5938,NA,3.865558730722315,NA,NA,6.497138395729041,NA,NA
2020-05-17,New Mexico,NM,2095428,195,NA,5847,NA,9.305974722109278,NA,NA,6.681212621001532,NA,NA
2020-05-16,New Mexico,NM,2095428,159,NA,5662,NA,7.587948619566027,NA,NA,7.001638124253646,NA,NA
2020-05-15,New Mexico,NM,2095428,139,NA,5503,NA,6.633489673708665,NA,NA,7.328881191404742,NA,NA
2020-05-14,New Mexico,NM,2095428,152,NA,5364,NA,7.25388798851595,NA,NA,7.356151447000667,NA,NA
2020-05-13,New Mexico,NM,2095428,143,NA,5212,NA,6.824381462880138,NA,NA,6.742570696092363,NA,NA
2020-05-12,New Mexico,NM,2095428,206,NA,5069,NA,9.830927142330827,NA,NA,6.885739537970967,NA,NA
2020-05-11,New Mexico,NM,2095428,85,NA,4863,NA,4.056450519893788,NA,NA,7.31524606360678,NA,NA
